date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202129,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,OW,other,0,location,38108,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,OW,other,0,location,38108,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,OW,other,0,location,38108,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,OW,other,0,location,38108,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,SG,vaccination_centre,0,location,514504,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,SG,vaccination_centre,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,SG,vaccination_centre,1,location,514504,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,SG,vaccination_centre,0,location,514504,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,SG,vaccination_centre,9,location,514504,10,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,SG,vaccination_centre,1535,location,514504,1545,NA,0.165,16.5,1.5,0.3,0.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,SG,vaccination_centre,3979,location,514504,5524,NA,0.246,24.6,4.7,0.77,1.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,SG,vaccination_centre,4022,location,514504,9546,NA,0.237,23.7,7.1,0.78,1.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,SG,vaccination_centre,6119,location,514504,15665,NA,0.341,34.1,10.299999999999999,1.19,3.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,SG,vaccination_centre,6768,location,514504,22433,NA,0.322,32.2,13,1.32,4.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,SG,vaccination_centre,7218,location,514504,29651,NA,0.378,37.8,15.4,1.4,5.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,SG,vaccination_centre,15138,location,514504,44789,NA,0.664,66.4,20.9,2.94,8.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,SG,vaccination_centre,16104,location,514504,60893,NA,0.551,55.1,25,3.13,11.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,SG,vaccination_centre,15311,location,514504,76204,NA,0.521,52.1,27.900000000000002,2.98,14.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,SG,vaccination_centre,19982,location,514504,96186,NA,0.634,63.4,31.5,3.88,18.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,SG,vaccination_centre,24998,location,514504,121184,NA,0.766,76.6,35.9,4.86,23.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,SG,vaccination_centre,21215,location,514504,142399,NA,0.769,76.9,39,4.12,27.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,SG,vaccination_centre,21650,location,514504,164049,NA,0.771,77.10000000000001,41.699999999999996,4.21,31.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,SG,vaccination_centre,21660,location,514504,185709,NA,0.78,78,44.1,4.21,36.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,SG,vaccination_centre,14305,location,514504,200014,NA,0.725,72.5,45.4,2.78,38.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,SG,vaccination_centre,14371,location,514504,214385,NA,0.853,85.3,46.9,2.79,41.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,SG,vaccination_centre,9633,location,514504,224018,NA,0.874,87.4,47.8,1.87,43.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,SG,vaccination_centre,5289,location,514504,229307,NA,0.872,87.2,48.3,1.03,44.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,SG,vaccination_centre,4980,location,514504,234287,NA,0.869,86.9,48.8,0.97,45.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,SG,vaccination_centre,4741,location,514504,239028,NA,0.821,82.1,49.2,0.92,46.46,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,SG,vaccination_centre,5455,location,514504,244483,NA,0.852,85.2,49.6,1.06,47.52,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,SG,vaccination_centre,6513,location,514504,250996,NA,0.84,84,50.2,1.27,48.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,SG,vaccination_centre,7410,location,514504,258406,NA,0.844,84.39999999999999,50.8,1.44,50.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,SG,vaccination_centre,8719,location,514504,267125,NA,0.859,85.9,51.4,1.69,51.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,SG,vaccination_centre,7487,location,514504,274612,NA,0.795,79.5,51.9,1.46,53.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,SG,vaccination_centre,9691,location,514504,284303,NA,0.833,83.3,52.6,1.88,55.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,SG,vaccination_centre,9188,location,514504,293491,NA,0.834,83.39999999999999,53.2,1.79,57.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,SG,vaccination_centre,7318,location,514504,300809,NA,0.856,85.6,53.7,1.42,58.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,SG,vaccination_centre,5400,location,514504,306209,NA,0.826,82.6,54.1,1.05,59.52,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,SG,vaccination_centre,8194,location,514504,314403,NA,0.838,83.8,54.6,1.59,61.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,SG,vaccination_centre,4973,location,514504,319376,NA,0.818,81.8,54.900000000000006,0.97,62.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,SG,vaccination_centre,2796,location,514504,322172,NA,0.777,77.7,55.00000000000001,0.54,62.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,SG,vaccination_centre,3207,location,514504,325379,NA,0.635,63.5,55.1,0.62,63.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,SG,vaccination_centre,8311,location,514504,333690,NA,0.452,45.2,54.800000000000004,1.62,64.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,SG,vaccination_centre,8342,location,514504,342032,NA,0.497,49.7,54.6,1.62,66.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,SG,vaccination_centre,12961,location,514504,354993,NA,0.554,55.400000000000006,54.7,2.52,69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,SG,vaccination_centre,15124,location,514504,370117,NA,0.57,56.99999999999999,54.7,2.94,71.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,SG,nursing_home,0,location,514504,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,SG,nursing_home,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,SG,medical_practice,0,location,514504,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,SG,medical_practice,3,location,514504,3,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,SG,medical_practice,499,location,514504,502,NA,1,100,100,0.1,0.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,SG,medical_practice,952,location,514504,1454,NA,0.425,42.5,53,0.19,0.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,SG,medical_practice,2070,location,514504,3524,NA,0.436,43.6,47,0.4,0.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,SG,medical_practice,11229,location,514504,14753,NA,0.873,87.3,72.5,2.18,2.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,SG,medical_practice,5979,location,514504,20732,NA,0.865,86.5,76,1.16,4.03,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,SG,medical_practice,3754,location,514504,24486,NA,0.71,71,75.2,0.73,4.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,SG,medical_practice,3287,location,514504,27773,NA,0.725,72.5,74.9,0.64,5.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,SG,medical_practice,5744,location,514504,33517,NA,0.842,84.2,76.3,1.12,6.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,SG,medical_practice,11060,location,514504,44577,NA,0.836,83.6,78,2.15,8.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,SG,medical_practice,13729,location,514504,58306,NA,0.923,92.30000000000001,81,2.67,11.33,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,SG,medical_practice,7177,location,514504,65483,NA,0.852,85.2,81.39999999999999,1.39,12.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,SG,medical_practice,9800,location,514504,75283,NA,0.894,89.4,82.39999999999999,1.9,14.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,SG,medical_practice,6297,location,514504,81580,NA,0.675,67.5,81,1.22,15.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,SG,medical_practice,11521,location,514504,93101,NA,0.711,71.1,79.60000000000001,2.24,18.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,SG,medical_practice,12210,location,514504,105311,NA,0.72,72,78.7,2.37,20.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,SG,medical_practice,11102,location,514504,116413,NA,0.618,61.8,76.7,2.16,22.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,SG,medical_practice,13388,location,514504,129801,NA,0.636,63.6,75.1,2.6,25.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,SG,medical_practice,11171,location,514504,140972,NA,0.586,58.599999999999994,73.4,2.17,27.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,SG,medical_practice,7303,location,514504,148275,NA,0.32,32,69,1.42,28.82,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,SG,medical_practice,12559,location,514504,160834,NA,0.43,43,65.9,2.44,31.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,SG,medical_practice,13693,location,514504,174527,NA,0.466,46.6,63.800000000000004,2.66,33.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,SG,medical_practice,11335,location,514504,185862,NA,0.36,36,61,2.2,36.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,SG,medical_practice,7362,location,514504,193224,NA,0.226,22.6,57.199999999999996,1.43,37.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,SG,medical_practice,6234,location,514504,199458,NA,0.226,22.6,54.6,1.21,38.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,SG,medical_practice,6184,location,514504,205642,NA,0.22,22,52.300000000000004,1.2,39.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,SG,medical_practice,5931,location,514504,211573,NA,0.213,21.3,50.3,1.15,41.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,SG,medical_practice,5423,location,514504,216996,NA,0.275,27.500000000000004,49.2,1.05,42.18,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,SG,medical_practice,2437,location,514504,219433,NA,0.145,14.499999999999998,48,0.47,42.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,SG,medical_practice,1381,location,514504,220814,NA,0.125,12.5,47.099999999999994,0.27,42.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,SG,medical_practice,773,location,514504,221587,NA,0.128,12.8,46.7,0.15,43.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,SG,medical_practice,740,location,514504,222327,NA,0.129,12.9,46.300000000000004,0.14,43.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,SG,medical_practice,1018,location,514504,223345,NA,0.176,17.599999999999998,45.9,0.2,43.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,SG,medical_practice,948,location,514504,224293,NA,0.148,14.799999999999999,45.5,0.18,43.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,SG,medical_practice,1235,location,514504,225528,NA,0.159,15.9,45.1,0.24,43.83,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,SG,medical_practice,1344,location,514504,226872,NA,0.153,15.299999999999999,44.6,0.26,44.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,SG,medical_practice,1409,location,514504,228281,NA,0.139,13.900000000000002,44,0.27,44.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,SG,medical_practice,1883,location,514504,230164,NA,0.2,20,43.5,0.37,44.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,SG,medical_practice,1900,location,514504,232064,NA,0.163,16.3,43,0.37,45.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,SG,medical_practice,1816,location,514504,233880,NA,0.165,16.5,42.4,0.35,45.46,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,SG,medical_practice,1236,location,514504,235116,NA,0.144,14.399999999999999,42,0.24,45.7,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,SG,medical_practice,1124,location,514504,236240,NA,0.172,17.2,41.699999999999996,0.22,45.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,SG,medical_practice,1580,location,514504,237820,NA,0.162,16.2,41.3,0.31,46.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,SG,medical_practice,1103,location,514504,238923,NA,0.181,18.099999999999998,41,0.21,46.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,SG,medical_practice,801,location,514504,239724,NA,0.222,22.2,40.9,0.16,46.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,SG,medical_practice,1846,location,514504,241570,NA,0.365,36.5,40.9,0.36,46.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,SG,medical_practice,10067,location,514504,251637,NA,0.547,54.7,41.3,1.96,48.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,SG,medical_practice,8358,location,514504,259995,NA,0.498,49.8,41.5,1.62,50.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,SG,medical_practice,10316,location,514504,270311,NA,0.441,44.1,41.6,2.01,52.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,SG,medical_practice,9809,location,514504,280120,NA,0.37,37,41.4,1.91,54.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,SG,pharmacy,0,location,514504,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,SG,pharmacy,0,location,514504,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
